gss_code,leisure_density,wardname,leisurecount,fastfood_density,fastfoodcount,alcohol_density,alcoholcount,beverages_density,beveragescount,confectionery_density,confectionerycount,convenience_density,conveniencecount,departmentstore_density,departmentstorecount,farm_density,farmcount,greengrocer_density,greengrocercount,grocery_density,grocerycount,mall_density,mallcount,supermarket_density,supermarketcount,health_density,health_rate_parcent
E05000326,9.16E-07,Brunel,3,1.22E-06,4,3.05E-07,1,3.05E-07,1,3.05E-07,1,1.83E-06,6,3.05E-07,1,3.05E-07,1,3.05E-07,1,3.05E-07,1,3.05E-07,1,3.05E-07,1,1.83E-06,6.461538462
E05000327,4.97E-07,Cavendish,1,4.97E-07,1,4.97E-07,1,4.97E-07,1,4.97E-07,1,4.97E-07,1,4.97E-07,1,4.97E-07,1,4.97E-07,1,4.97E-07,1,4.97E-07,1,4.97E-07,1,2.98E-06,7.2
E05000328,3.36E-07,Charville,1,3.36E-07,1,3.36E-07,1,3.36E-07,1,3.36E-07,1,3.36E-07,1,3.36E-07,1,3.36E-07,1,3.36E-07,1,3.36E-07,1,3.36E-07,1,3.36E-07,1,2.02E-06,7.2
E05000329,9.84E-07,Eastcote and East Ruislip,4,9.84E-07,4,2.46E-07,1,2.46E-07,1,2.46E-07,1,2.46E-07,1,2.46E-07,1,2.46E-07,1,2.46E-07,1,2.46E-07,1,2.46E-07,1,2.46E-07,1,1.48E-06,6.75
E05000330,1.97E-07,Harefield,3,6.57E-08,1,6.57E-08,1,6.57E-08,1,6.57E-08,1,6.57E-08,1,6.57E-08,1,6.57E-08,1,6.57E-08,1,6.57E-08,1,6.57E-08,1,6.57E-08,1,3.94E-07,7.2
E05000331,9.78E-07,Heathrow Villages,23,2.13E-07,5,4.25E-08,1,4.25E-08,1,4.25E-08,1,4.25E-08,1,1.70E-07,4,4.25E-08,1,4.25E-08,1,4.25E-08,1,4.25E-08,1,4.25E-08,1,3.83E-07,10
E05000332,2.78E-07,Hillingdon East,1,1.39E-06,5,2.78E-07,1,2.78E-07,1,2.78E-07,1,8.34E-07,3,2.78E-07,1,2.78E-07,1,2.78E-07,1,2.78E-07,1,2.78E-07,1,2.78E-07,1,1.67E-06,6.545454545
E05000333,6.45E-07,Ickenham,4,1.61E-07,1,1.61E-07,1,1.61E-07,1,1.61E-07,1,1.61E-07,1,1.61E-07,1,1.61E-07,1,1.61E-07,1,1.61E-07,1,1.61E-07,1,1.61E-07,1,9.67E-07,7.2
E05000334,5.07E-07,Manor,1,5.07E-07,1,5.07E-07,1,5.07E-07,1,5.07E-07,1,5.07E-07,1,5.07E-07,1,5.07E-07,1,5.07E-07,1,5.07E-07,1,5.07E-07,1,5.07E-07,1,3.04E-06,7.2
E05000335,4.06E-07,Northwood,3,1.35E-07,1,1.35E-07,1,1.35E-07,1,1.35E-07,1,1.35E-07,1,1.35E-07,1,1.35E-07,1,1.35E-07,1,1.35E-07,1,1.35E-07,1,1.35E-07,1,8.11E-07,7.2
E05000336,3.00E-07,Northwood Hills,1,3.00E-07,1,3.00E-07,1,3.00E-07,1,3.00E-07,1,3.00E-07,1,3.00E-07,1,3.00E-07,1,3.00E-07,1,3.00E-07,1,3.00E-07,1,3.00E-07,1,1.80E-06,7.2
E05000337,4.37E-06,Pinkwell,12,1.09E-06,3,3.64E-07,1,3.64E-07,1,3.64E-07,1,1.09E-06,3,3.64E-07,1,3.64E-07,1,3.64E-07,1,3.64E-07,1,3.64E-07,1,3.64E-07,1,2.18E-06,6.666666667
E05000338,8.09E-07,South Ruislip,6,6.74E-07,5,1.35E-07,1,1.35E-07,1,1.35E-07,1,4.04E-07,3,1.35E-07,1,1.35E-07,1,1.35E-07,1,1.35E-07,1,1.35E-07,1,2.70E-07,2,9.44E-07,7.636363636
E05000339,1.72E-06,Townfield,6,2.86E-07,1,2.86E-07,1,2.86E-07,1,2.86E-07,1,2.86E-07,1,2.86E-07,1,2.86E-07,1,2.86E-07,1,2.86E-07,1,2.86E-07,1,2.86E-07,1,1.72E-06,7.2
E05000340,8.62E-07,Uxbridge North,4,8.62E-07,4,2.15E-07,1,2.15E-07,1,2.15E-07,1,2.15E-07,1,2.15E-07,1,2.15E-07,1,2.15E-07,1,2.15E-07,1,4.31E-07,2,2.15E-07,1,1.51E-06,7.875
E05000341,1.28E-06,Uxbridge South,4,9.63E-07,3,3.21E-07,1,3.21E-07,1,3.21E-07,1,3.21E-07,1,6.42E-07,2,3.21E-07,1,3.21E-07,1,3.21E-07,1,3.21E-07,1,3.21E-07,1,2.25E-06,8
E05000342,2.86E-07,West Drayton,1,8.59E-07,3,2.86E-07,1,2.86E-07,1,2.86E-07,1,2.29E-06,8,2.86E-07,1,2.86E-07,1,2.86E-07,1,2.86E-07,1,2.86E-07,1,2.86E-07,1,1.72E-06,6.428571429
E05000343,2.51E-06,West Ruislip,11,1.14E-06,5,2.28E-07,1,2.28E-07,1,2.28E-07,1,2.28E-07,1,2.28E-07,1,2.28E-07,1,2.28E-07,1,2.28E-07,1,2.28E-07,1,2.28E-07,1,1.37E-06,6.666666667
E05000344,2.15E-06,Yeading,5,8.62E-07,2,4.31E-07,1,4.31E-07,1,4.31E-07,1,4.31E-07,1,4.31E-07,1,4.31E-07,1,4.31E-07,1,4.31E-07,1,4.31E-07,1,4.31E-07,1,2.58E-06,7
E05000345,2.49E-07,Yiewsley,1,2.24E-06,9,2.49E-07,1,2.49E-07,1,2.49E-07,1,1.49E-06,6,2.49E-07,1,2.49E-07,1,2.49E-07,1,2.49E-07,1,2.49E-07,1,1.49E-06,6,2.73E-06,11.61111111
E05000346,8.99E-07,Bedfont,4,2.02E-06,9,2.25E-07,1,2.25E-07,1,2.25E-07,1,2.47E-06,11,2.25E-07,1,2.25E-07,1,2.25E-07,1,2.25E-07,1,2.25E-07,1,2.25E-07,1,1.35E-06,6.260869565
E05000347,8.48E-06,Brentford,27,6.28E-07,2,3.14E-07,1,3.14E-07,1,3.14E-07,1,9.42E-07,3,3.14E-07,1,3.14E-07,1,3.14E-07,1,3.14E-07,1,3.14E-07,1,1.26E-06,4,2.83E-06,10.125
E05000348,3.98E-06,Chiswick Homefields,9,4.43E-07,1,4.43E-07,1,4.43E-07,1,4.43E-07,1,4.43E-07,1,4.43E-07,1,4.43E-07,1,4.43E-07,1,4.43E-07,1,4.43E-07,1,4.43E-07,1,2.66E-06,7.2
E05000349,4.33E-06,Chiswick Riverside,9,4.81E-07,1,4.81E-07,1,4.81E-07,1,4.81E-07,1,9.62E-07,2,4.81E-07,1,4.81E-07,1,4.81E-07,1,4.81E-07,1,4.81E-07,1,4.81E-07,1,2.88E-06,7
E05000350,1.83E-06,Cranford,5,1.10E-06,3,3.67E-07,1,3.67E-07,1,3.67E-07,1,7.34E-07,2,3.67E-07,1,3.67E-07,1,3.67E-07,1,3.67E-07,1,3.67E-07,1,7.34E-07,2,2.57E-06,7.875
E05000351,5.91E-07,Feltham North,2,2.95E-07,1,2.95E-07,1,2.95E-07,1,2.95E-07,1,2.95E-07,1,2.95E-07,1,2.95E-07,1,2.95E-07,1,2.95E-07,1,2.95E-07,1,2.95E-07,1,1.77E-06,7.2
E05000352,2.51E-06,Feltham West,8,2.20E-06,7,6.29E-07,2,3.14E-07,1,3.14E-07,1,1.89E-06,6,3.14E-07,1,3.14E-07,1,3.14E-07,1,3.14E-07,1,3.14E-07,1,3.14E-07,1,1.89E-06,6.352941176
E05000353,1.55E-06,Hanworth,5,9.28E-07,3,3.09E-07,1,3.09E-07,1,3.09E-07,1,3.09E-07,1,3.09E-07,1,3.09E-07,1,3.09E-07,1,3.09E-07,1,3.09E-07,1,3.09E-07,1,1.86E-06,6.857142857
E05000354,3.82E-06,Hanworth Park,14,1.64E-06,6,5.46E-07,2,2.73E-07,1,2.73E-07,1,5.46E-07,2,2.73E-07,1,2.73E-07,1,2.73E-07,1,2.73E-07,1,2.73E-07,1,5.46E-07,2,1.91E-06,7.583333333
E05000355,5.94E-07,Heston Central,1,5.94E-07,1,5.94E-07,1,5.94E-07,1,5.94E-07,1,5.94E-07,1,5.94E-07,1,5.94E-07,1,5.94E-07,1,5.94E-07,1,5.94E-07,1,5.94E-07,1,3.56E-06,7.2
E05000356,1.46E-06,Heston East,3,4.86E-07,1,4.86E-07,1,4.86E-07,1,4.86E-07,1,4.86E-07,1,4.86E-07,1,4.86E-07,1,4.86E-07,1,4.86E-07,1,4.86E-07,1,4.86E-07,1,2.91E-06,7.2
E05000357,5.23E-07,Heston West,2,1.05E-06,4,2.61E-07,1,2.61E-07,1,2.61E-07,1,2.61E-07,1,2.61E-07,1,2.61E-07,1,2.61E-07,1,2.61E-07,1,2.61E-07,1,2.61E-07,1,1.57E-06,6.75
E05000358,1.15E-06,Hounslow Central,2,1.73E-06,3,5.77E-07,1,5.77E-07,1,5.77E-07,1,5.77E-07,1,5.77E-07,1,5.77E-07,1,5.77E-07,1,5.77E-07,1,2.88E-06,5,2.31E-06,4,7.50E-06,14.85714286
E05000359,1.08E-06,Hounslow Heath,3,3.59E-07,1,3.59E-07,1,3.59E-07,1,3.59E-07,1,3.59E-07,1,3.59E-07,1,3.59E-07,1,3.59E-07,1,3.59E-07,1,3.59E-07,1,7.19E-07,2,2.52E-06,8.4
E05000360,5.59E-07,Hounslow South,1,5.59E-07,1,5.59E-07,1,5.59E-07,1,5.59E-07,1,5.59E-07,1,5.59E-07,1,5.59E-07,1,5.59E-07,1,5.59E-07,1,5.59E-07,1,5.59E-07,1,3.35E-06,7.2
E05000361,6.17E-07,Hounslow West,1,6.17E-07,1,6.17E-07,1,6.17E-07,1,6.17E-07,1,1.23E-06,2,6.17E-07,1,6.17E-07,1,6.17E-07,1,6.17E-07,1,6.17E-07,1,6.17E-07,1,3.70E-06,7
E05000362,1.48E-06,Isleworth,3,4.92E-07,1,4.92E-07,1,4.92E-07,1,4.92E-07,1,9.85E-07,2,4.92E-07,1,4.92E-07,1,4.92E-07,1,4.92E-07,1,4.92E-07,1,9.85E-07,2,3.45E-06,8.166666667
E05000363,2.71E-06,Osterley and Spring Grove,17,1.59E-07,1,1.59E-07,1,1.59E-07,1,1.59E-07,1,6.37E-07,4,1.59E-07,1,1.59E-07,1,1.59E-07,1,1.59E-07,1,1.59E-07,1,1.59E-07,1,9.56E-07,6.75
E05000364,2.45E-06,Syon,7,3.50E-07,1,3.50E-07,1,3.50E-07,1,3.50E-07,1,3.50E-07,1,3.50E-07,1,3.50E-07,1,3.50E-07,1,3.50E-07,1,3.50E-07,1,7.01E-07,2,2.45E-06,8.4
E05000365,1.70E-06,Turnham Green,3,1.13E-06,2,5.65E-07,1,5.65E-07,1,5.65E-07,1,1.13E-06,2,5.65E-07,1,5.65E-07,1,5.65E-07,1,5.65E-07,1,5.65E-07,1,5.65E-07,1,3.39E-06,6.857142857
E05000366,1.81E-05,Barnsbury,15,1.08E-05,9,2.41E-06,2,1.20E-06,1,1.20E-06,1,8.43E-06,7,1.20E-06,1,1.20E-06,1,1.20E-06,1,1.20E-06,1,1.20E-06,1,2.41E-06,2,8.43E-06,7.35
E05000367,2.59E-05,Bunhill,28,2.03E-05,22,9.24E-07,1,9.24E-07,1,9.24E-07,1,6.47E-06,7,9.24E-07,1,9.24E-07,1,9.24E-07,1,9.24E-07,1,9.24E-07,1,4.62E-06,5,9.24E-06,10.3125
E05000368,1.41E-05,Caledonian,16,7.04E-06,8,8.80E-07,1,8.80E-07,1,8.80E-07,1,7.92E-06,9,8.80E-07,1,8.80E-07,1,8.80E-07,1,8.80E-07,1,8.80E-07,1,8.80E-07,1,5.28E-06,6.3
E05000369,3.10E-05,Canonbury,25,1.24E-06,1,1.24E-06,1,1.24E-06,1,1.24E-06,1,1.24E-06,1,1.24E-06,1,1.24E-06,1,1.24E-06,1,1.24E-06,1,1.24E-06,1,2.48E-06,2,8.67E-06,8.4
E05000370,2.57E-05,Clerkenwell,24,1.29E-05,12,1.07E-06,1,1.07E-06,1,1.07E-06,1,8.58E-06,8,1.07E-06,1,1.07E-06,1,1.07E-06,1,1.07E-06,1,1.07E-06,1,1.07E-06,1,6.43E-06,6.260869565
E05000371,5.46E-06,Finsbury Park,5,1.42E-05,13,1.09E-06,1,1.09E-06,1,1.09E-06,1,1.75E-05,16,1.09E-06,1,1.09E-06,1,1.09E-06,1,1.09E-06,1,1.09E-06,1,2.18E-06,2,7.64E-06,7.21875
E05000372,1.09E-05,Highbury East,11,6.94E-06,7,2.98E-06,3,9.92E-07,1,9.92E-07,1,5.95E-06,6,9.92E-07,1,9.92E-07,1,9.92E-07,1,9.92E-07,1,9.92E-07,1,1.98E-06,2,6.94E-06,7.388888889
E05000373,4.62E-06,Highbury West,5,1.39E-05,15,9.24E-07,1,9.24E-07,1,9.24E-07,1,6.47E-06,7,9.24E-07,1,9.24E-07,1,9.24E-07,1,9.24E-07,1,9.24E-07,1,4.62E-06,5,9.24E-06,10.4
E05000374,3.64E-05,Hillrise,30,2.43E-06,2,1.21E-06,1,1.21E-06,1,1.21E-06,1,8.49E-06,7,1.21E-06,1,1.21E-06,1,1.21E-06,1,1.21E-06,1,1.21E-06,1,1.21E-06,1,7.28E-06,6.5
E05000375,1.19E-05,Holloway,12,2.97E-06,3,9.91E-07,1,9.91E-07,1,9.91E-07,1,6.94E-06,7,9.91E-07,1,9.91E-07,1,9.91E-07,1,9.91E-07,1,9.91E-07,1,2.97E-06,3,7.93E-06,8.615384615
E05000376,4.87E-06,Junction,5,3.89E-06,4,9.73E-07,1,9.73E-07,1,9.73E-07,1,6.81E-06,7,9.73E-07,1,9.73E-07,1,1.95E-06,2,9.73E-07,1,9.73E-07,1,2.92E-06,3,8.76E-06,9.642857143
E05000377,1.57E-05,Mildmay,13,1.21E-05,10,1.21E-06,1,1.21E-06,1,1.21E-06,1,1.09E-05,9,1.21E-06,1,1.21E-06,1,1.21E-06,1,1.21E-06,1,1.21E-06,1,1.21E-06,1,7.26E-06,6.272727273
E05000378,5.91E-06,St. George's,5,1.18E-06,1,1.18E-06,1,1.18E-06,1,1.18E-06,1,4.73E-06,4,1.18E-06,1,1.18E-06,1,1.18E-06,1,1.18E-06,1,1.18E-06,1,1.18E-06,1,7.09E-06,6.75
E05000379,1.61E-05,St. Mary's,14,2.53E-05,22,2.30E-06,2,2.30E-06,2,2.30E-06,2,1.04E-05,9,2.30E-06,2,2.30E-06,2,2.30E-06,2,2.30E-06,2,2.30E-06,2,3.46E-06,3,1.50E-05,13.35135135
E05000380,8.64E-06,St. Peter's,7,6.17E-06,5,1.23E-06,1,1.23E-06,1,1.23E-06,1,9.87E-06,8,1.23E-06,1,1.23E-06,1,1.23E-06,1,1.23E-06,1,1.23E-06,1,4.94E-06,4,1.11E-05,9.5625
E05000381,7.07E-06,Tollington,6,1.18E-05,10,1.18E-06,1,1.18E-06,1,1.18E-06,1,1.06E-05,9,1.18E-06,1,1.18E-06,1,1.18E-06,1,1.18E-06,1,1.18E-06,1,3.53E-06,3,9.43E-06,8.363636364
E05000382,1.43E-05,Abingdon,9,1.59E-06,1,1.59E-06,1,1.59E-06,1,1.59E-06,1,4.76E-06,3,1.59E-06,1,1.59E-06,1,3.17E-06,2,1.59E-06,1,1.59E-06,1,1.59E-06,1,1.11E-05,8
E05000383,3.04E-05,Brompton,29,1.26E-05,12,2.09E-06,2,1.05E-06,1,3.14E-06,3,5.24E-06,5,1.15E-05,11,1.05E-06,1,1.05E-06,1,1.05E-06,1,1.05E-06,1,1.05E-06,1,1.68E-05,16.69565217
E05000384,2.63E-05,Campden,24,4.38E-06,4,1.09E-06,1,1.09E-06,1,1.09E-06,1,3.28E-06,3,1.09E-06,1,1.09E-06,1,1.09E-06,1,1.09E-06,1,1.09E-06,1,1.09E-06,1,6.57E-06,6.6
E05000385,3.57E-05,Colville,14,1.79E-05,7,2.55E-06,1,2.55E-06,1,5.10E-06,2,1.79E-05,7,2.55E-06,1,7.65E-06,3,2.55E-06,1,2.55E-06,1,2.55E-06,1,2.55E-06,1,2.04E-05,8.444444444
E05000386,3.56E-05,Courtfield,17,1.05E-05,5,2.09E-06,1,2.09E-06,1,2.09E-06,1,6.28E-06,3,2.09E-06,1,2.09E-06,1,2.09E-06,1,2.09E-06,1,2.09E-06,1,2.09E-06,1,1.26E-05,6.545454545
E05000387,1.15E-05,Cremorne,7,1.64E-06,1,1.64E-06,1,1.64E-06,1,1.64E-06,1,4.92E-06,3,1.64E-06,1,1.64E-06,1,1.64E-06,1,1.64E-06,1,1.64E-06,1,1.64E-06,1,9.83E-06,6.857142857
E05000388,1.53E-05,Earl's Court,7,2.40E-05,11,2.18E-06,1,2.18E-06,1,2.18E-06,1,1.75E-05,8,2.18E-06,1,2.18E-06,1,2.18E-06,1,2.18E-06,1,2.18E-06,1,2.18E-06,1,1.31E-05,6.272727273
E05000389,1.38E-05,Golborne,13,4.24E-06,4,1.06E-06,1,1.06E-06,1,1.06E-06,1,6.36E-06,6,1.06E-06,1,1.06E-06,1,1.06E-06,1,2.12E-06,2,1.06E-06,1,1.06E-06,1,7.41E-06,7.538461538
E05000390,2.53E-05,Hans Town,14,1.81E-06,1,1.81E-06,1,1.81E-06,1,1.81E-06,1,1.81E-06,1,7.24E-06,4,1.81E-06,1,1.81E-06,1,1.81E-06,1,1.81E-06,1,1.81E-06,1,1.63E-05,10.8
E05000391,2.12E-05,Holland,22,9.63E-07,1,9.63E-07,1,9.63E-07,1,9.63E-07,1,2.89E-06,3,9.63E-07,1,9.63E-07,1,9.63E-07,1,9.63E-07,1,9.63E-07,1,9.63E-07,1,5.78E-06,6.857142857
E05000392,4.14E-05,Norland,30,1.38E-06,1,1.38E-06,1,1.38E-06,1,1.38E-06,1,5.53E-06,4,1.38E-06,1,1.38E-06,1,1.38E-06,1,1.38E-06,1,1.38E-06,1,1.38E-06,1,8.29E-06,6.75
E05000393,3.21E-06,Notting Barns,2,6.42E-06,4,1.60E-06,1,1.60E-06,1,1.60E-06,1,1.28E-05,8,1.60E-06,1,1.60E-06,1,1.60E-06,1,1.60E-06,1,1.60E-06,1,1.60E-06,1,9.63E-06,6.4
E05000394,4.50E-05,Pembridge,22,1.02E-05,5,2.04E-06,1,2.04E-06,1,2.04E-06,1,6.13E-06,3,2.04E-06,1,2.04E-06,1,2.04E-06,1,2.04E-06,1,2.04E-06,1,4.09E-06,2,1.43E-05,7.636363636
E05000395,1.98E-05,Queen's Gate,12,1.15E-05,7,1.65E-06,1,1.65E-06,1,1.65E-06,1,8.24E-06,5,3.30E-06,2,1.65E-06,1,1.65E-06,1,1.65E-06,1,3.30E-06,2,4.95E-06,3,1.65E-05,10.66666667
E05000396,2.30E-05,Redcliffe,16,1.44E-06,1,1.44E-06,1,1.44E-06,1,1.44E-06,1,5.74E-06,4,1.44E-06,1,1.44E-06,1,1.44E-06,1,1.44E-06,1,1.44E-06,1,1.44E-06,1,8.62E-06,6.75
E05000397,8.88E-06,Royal Hospital,8,3.33E-06,3,1.11E-06,1,1.11E-06,1,1.11E-06,1,3.33E-06,3,1.11E-06,1,1.11E-06,1,1.11E-06,1,1.11E-06,1,1.11E-06,1,1.11E-06,1,6.66E-06,6.666666667
E05000398,1.70E-05,St. Charles,12,5.65E-06,4,1.41E-06,1,1.41E-06,1,1.41E-06,1,4.24E-06,3,1.41E-06,1,1.41E-06,1,1.41E-06,1,1.41E-06,1,1.41E-06,1,1.41E-06,1,8.48E-06,6.6
E05000399,2.87E-05,Stanley,19,6.04E-06,4,1.51E-06,1,1.51E-06,1,1.51E-06,1,1.51E-06,1,1.51E-06,1,1.51E-06,1,3.02E-06,2,1.51E-06,1,1.51E-06,1,3.02E-06,2,1.21E-05,9
E05000400,4.84E-06,Alexandra,13,1.12E-06,3,7.45E-07,2,7.45E-07,2,7.45E-07,2,1.49E-06,4,7.45E-07,2,7.45E-07,2,7.45E-07,2,7.45E-07,2,7.45E-07,2,7.45E-07,2,4.47E-06,12.92307692
E05000401,4.13E-06,Berrylands,6,2.75E-06,4,6.88E-07,1,6.88E-07,1,6.88E-07,1,1.38E-06,2,6.88E-07,1,6.88E-07,1,6.88E-07,1,6.88E-07,1,6.88E-07,1,6.88E-07,1,4.13E-06,6.666666667
E05000402,2.66E-06,Beverley,5,2.13E-06,4,5.32E-07,1,5.32E-07,1,5.32E-07,1,5.32E-07,1,5.32E-07,1,5.32E-07,1,5.32E-07,1,5.32E-07,1,5.32E-07,1,1.60E-06,3,4.26E-06,9
E05000403,8.05E-07,Canbury,1,8.05E-07,1,8.05E-07,1,8.05E-07,1,8.05E-07,1,2.41E-06,3,8.05E-07,1,8.05E-07,1,8.05E-07,1,8.05E-07,1,8.05E-07,1,8.05E-07,1,4.83E-06,6.857142857
E05000404,5.18E-07,Chessington North and Hook,1,1.55E-06,3,5.18E-07,1,5.18E-07,1,5.18E-07,1,1.55E-06,3,5.18E-07,1,5.18E-07,1,5.18E-07,1,5.18E-07,1,5.18E-07,1,1.04E-06,2,3.63E-06,7.777777778
E05000405,1.32E-06,Chessington South,10,5.30E-07,4,1.32E-07,1,1.32E-07,1,1.32E-07,1,1.32E-07,1,1.32E-07,1,1.32E-07,1,1.32E-07,1,1.32E-07,1,1.32E-07,1,1.32E-07,1,7.95E-07,6.75
E05000406,4.52E-07,Coombe Hill,2,2.26E-07,1,2.26E-07,1,2.26E-07,1,2.26E-07,1,6.78E-07,3,2.26E-07,1,2.26E-07,1,2.26E-07,1,2.26E-07,1,2.26E-07,1,2.26E-07,1,1.36E-06,6.857142857
E05000407,2.43E-06,Coombe Vale,4,6.07E-07,1,6.07E-07,1,6.07E-07,1,6.07E-07,1,6.07E-07,1,6.07E-07,1,6.07E-07,1,6.07E-07,1,6.07E-07,1,6.07E-07,1,6.07E-07,1,3.64E-06,7.2
E05000408,5.21E-07,Grove,1,3.12E-06,6,5.21E-07,1,5.21E-07,1,5.21E-07,1,2.08E-06,4,2.08E-06,4,5.21E-07,1,5.21E-07,1,5.21E-07,1,5.21E-07,1,1.56E-06,3,5.73E-06,11.84615385
E05000409,2.23E-06,Norbiton,3,7.42E-07,1,7.42E-07,1,7.42E-07,1,7.42E-07,1,7.42E-07,1,7.42E-07,1,7.42E-07,1,7.42E-07,1,7.42E-07,1,7.42E-07,1,7.42E-07,1,4.45E-06,7.2
E05000410,5.56E-07,Old Malden,1,5.56E-07,1,5.56E-07,1,5.56E-07,1,5.56E-07,1,5.56E-07,1,5.56E-07,1,5.56E-07,1,5.56E-07,1,5.56E-07,1,5.56E-07,1,5.56E-07,1,3.33E-06,7.2
E05000411,1.39E-06,St. James,3,4.62E-07,1,4.62E-07,1,4.62E-07,1,4.62E-07,1,4.62E-07,1,4.62E-07,1,4.62E-07,1,4.62E-07,1,4.62E-07,1,4.62E-07,1,4.62E-07,1,2.77E-06,7.2
E05000412,4.36E-06,St. Mark's,6,5.09E-06,7,1.45E-06,2,7.27E-07,1,7.27E-07,1,7.27E-07,1,7.27E-07,1,7.27E-07,1,7.27E-07,1,7.27E-07,1,7.27E-07,1,7.27E-07,1,4.36E-06,6.5
E05000413,6.01E-07,Surbiton Hill,1,6.01E-07,1,6.01E-07,1,6.01E-07,1,6.01E-07,1,6.01E-07,1,6.01E-07,1,6.01E-07,1,6.01E-07,1,6.01E-07,1,6.01E-07,1,6.01E-07,1,3.60E-06,7.2
E05000414,3.85E-07,Tolworth and Hook Rise,1,3.85E-07,1,3.85E-07,1,3.85E-07,1,3.85E-07,1,7.71E-07,2,3.85E-07,1,3.85E-07,1,3.85E-07,1,3.85E-07,1,3.85E-07,1,3.85E-07,1,2.31E-06,7
E05000415,6.95E-06,Tudor,11,6.32E-07,1,6.32E-07,1,6.32E-07,1,6.32E-07,1,6.32E-07,1,6.32E-07,1,6.32E-07,1,6.32E-07,1,6.32E-07,1,6.32E-07,1,6.32E-07,1,3.79E-06,7.2
E05000416,7.14E-06,Bishop's,11,1.30E-05,20,6.50E-07,1,6.50E-07,1,1.30E-06,2,8.44E-06,13,6.50E-07,1,6.50E-07,1,6.50E-07,1,6.50E-07,1,6.50E-07,1,3.90E-06,6,7.14E-06,11.2972973
E05000417,1.77E-06,Brixton Hill,2,7.07E-06,8,8.84E-07,1,8.84E-07,1,8.84E-07,1,7.96E-06,9,8.84E-07,1,8.84E-07,1,8.84E-07,1,8.84E-07,1,8.84E-07,1,4.42E-06,5,8.84E-06,10.5
E05000418,7.47E-07,Clapham Common,1,2.99E-06,4,1.49E-06,2,7.47E-07,1,7.47E-07,1,4.48E-06,6,7.47E-07,1,7.47E-07,1,7.47E-07,1,7.47E-07,1,7.47E-07,1,2.99E-06,4,6.72E-06,9.642857143
E05000419,8.94E-06,Clapham Town,10,1.25E-05,14,8.94E-07,1,8.94E-07,1,8.94E-07,1,7.15E-06,8,8.94E-07,1,8.94E-07,1,8.94E-07,1,8.94E-07,1,8.94E-07,1,1.79E-06,2,6.26E-06,7.28
E05000420,2.48E-06,Coldharbour,3,8.28E-06,10,8.28E-07,1,8.28E-07,1,8.28E-07,1,4.97E-06,6,8.28E-07,1,8.28E-07,1,1.66E-06,2,1.66E-06,2,8.28E-07,1,8.28E-07,1,6.62E-06,8.421052632
E05000421,2.35E-06,Ferndale,2,1.76E-05,15,1.18E-06,1,1.18E-06,1,1.18E-06,1,1.65E-05,14,1.18E-06,1,1.18E-06,1,1.18E-06,1,1.18E-06,1,1.18E-06,1,1.18E-06,1,7.05E-06,6.1875
E05000422,1.27E-05,Gipsy Hill,20,1.91E-06,3,6.37E-07,1,6.37E-07,1,6.37E-07,1,2.55E-06,4,6.37E-07,1,6.37E-07,1,6.37E-07,1,6.37E-07,1,6.37E-07,1,6.37E-07,1,3.82E-06,6.6
E05000423,2.36E-05,Herne Hill,48,1.97E-06,4,9.85E-07,2,4.93E-07,1,4.93E-07,1,2.96E-06,6,4.93E-07,1,4.93E-07,1,4.93E-07,1,4.93E-07,1,4.93E-07,1,4.93E-07,1,2.96E-06,6.428571429
E05000424,2.04E-06,Knight's Hill,3,1.16E-05,17,2.04E-06,3,6.80E-07,1,6.80E-07,1,8.83E-06,13,6.80E-07,1,6.80E-07,1,6.80E-07,1,6.80E-07,1,6.80E-07,1,6.80E-07,1,4.08E-06,6.171428571
E05000425,9.42E-07,Larkhall,1,7.54E-06,8,9.42E-07,1,9.42E-07,1,9.42E-07,1,1.13E-05,12,9.42E-07,1,9.42E-07,1,9.42E-07,1,9.42E-07,1,9.42E-07,1,9.42E-07,1,5.65E-06,6.260869565
E05000426,7.83E-06,Oval,10,6.26E-06,8,2.35E-06,3,7.83E-07,1,7.83E-07,1,1.02E-05,13,7.83E-07,1,7.83E-07,1,7.83E-07,1,7.83E-07,1,7.83E-07,1,7.83E-07,1,4.70E-06,6.230769231
E05000427,1.03E-05,Prince's,12,7.73E-06,9,8.59E-07,1,8.59E-07,1,8.59E-07,1,9.45E-06,11,8.59E-07,1,8.59E-07,1,8.59E-07,1,8.59E-07,1,8.59E-07,1,8.59E-07,1,5.16E-06,6.260869565
E05000428,1.38E-06,St. Leonard's,2,6.91E-07,1,6.91E-07,1,6.91E-07,1,6.91E-07,1,1.38E-06,2,6.91E-07,1,6.91E-07,1,6.91E-07,1,6.91E-07,1,6.91E-07,1,2.76E-06,4,6.22E-06,10.5
E05000429,3.46E-06,Stockwell,3,1.15E-05,10,1.15E-06,1,1.15E-06,1,1.15E-06,1,6.92E-06,6,1.15E-06,1,1.15E-06,1,1.15E-06,1,1.15E-06,1,1.15E-06,1,3.46E-06,3,9.23E-06,8.421052632
E05000430,3.15E-06,Streatham Hill,4,7.87E-07,1,7.87E-07,1,7.87E-07,1,7.87E-07,1,2.36E-06,3,7.87E-07,1,7.87E-07,1,7.87E-07,1,7.87E-07,1,7.87E-07,1,7.87E-07,1,4.72E-06,6.857142857
